   8.587083338757E-009   3.087632415061E-001   2.207253972226E-314   6.937628397220E-310   8.049634119074E-315   1.250000000000E-003   3.826834323650E-001   3.826834323650E-001   2.581839610589E+003   2.581839610589E+003  -2.581839610589E+003   1.288652592602E-007   1.887188028897E-008
   2.931806710539E-008   1.054071956405E+000   2.207253972226E-314   6.937628397220E-310   8.049634119074E-315   2.500000000000E-003   7.071066339811E-001   7.071059455914E-001   2.188553921158E+003   2.188553919381E+003  -2.188553921521E+003   1.288652592602E-007   6.443247734884E-008
   5.004968944373E-008   1.799523965556E+000   2.207253972226E-314   6.937628397220E-310   8.049634119074E-315   3.750000000000E-003   9.238855350721E-001   9.238841472618E-001   1.462624879460E+003   1.462624881054E+003  -1.462624877212E+003   1.288652592602E-007   1.099944778012E-007
   5.863700830449E-008   2.108240308016E+000   2.207253972226E-314   6.937628397220E-310   8.049634119074E-315   5.000000000000E-003   1.000009557546E+000   1.000006271795E+000   5.135013303846E+002   5.135013308807E+002  -5.135013268788E+002   1.288652592602E-007   1.288668756982E-007
   5.005030232178E-008   1.797877309370E+000   2.207253972226E-314   6.937628397220E-310   8.049634119074E-315   6.250000000000E-003   9.238924642483E-001   9.238898039061E-001  -5.163516559977E+002  -5.163516560498E+002   5.163516493107E+002   1.288652592602E-007   1.099958247267E-007
   2.931791750370E-008   1.055382206462E+000   2.207253972226E-314   6.937628397220E-310   8.049634119074E-315   7.500000000000E-003   7.071037815915E-001   7.071041415095E-001  -1.456806871510E+003  -1.456806875646E+003   1.456806872798E+003   1.288652592602E-007   6.443214856836E-008
   8.587055874431E-009   3.087898828333E-001   2.207253972226E-314   6.937628397220E-310   8.049634119074E-315   8.750000000000E-003   3.826823647014E-001   3.826828203906E-001  -2.191405407275E+003  -2.191405407523E+003   2.191405406425E+003   1.288652592602E-007   1.887181993047E-008
   3.193271365465E-019   4.777302138353E-006   2.207253972226E-314   6.937628397220E-310   8.049634119074E-315   1.000000000000E-002  -5.460958186256E-008  -2.333644700370E-006  -2.581902481540E+003  -2.581902486472E+003   2.581902481820E+003   1.288652592602E-007   7.017870045266E-019
   8.587083297922E-009   3.087632475584E-001   2.207253972226E-314   6.937628397220E-310   8.049634119074E-315   1.125000000000E-002  -3.826834314822E-001  -3.826834314551E-001  -2.581892956426E+003  -2.581892956426E+003   2.581892956426E+003   1.288652592602E-007   1.887188019923E-008
   2.931810405177E-008   1.054153525765E+000   2.207253972226E-314   6.937628397220E-310   8.049634119074E-315   1.250000000000E-002  -7.071067317911E-001  -7.071063911357E-001  -2.188738496999E+003  -2.188738496079E+003   2.188738497023E+003   1.288652592602E-007   6.443255854610E-008
   5.004920116134E-008   1.799185773629E+000   2.207253972226E-314   6.937628397220E-310   8.049634119074E-315   1.375000000000E-002  -9.238787605035E-001  -9.238796405658E-001  -1.461854372741E+003  -1.461854373974E+003   1.461854372811E+003   1.288652592602E-007   1.099934047003E-007
   5.863804190810E-008   2.107898373616E+000   2.207253972226E-314   6.937628397220E-310   8.049634119074E-315   1.500000000000E-002  -1.000018033388E+000  -1.000015085388E+000  -5.135403622662E+002  -5.135403672003E+002   5.135403612191E+002   1.288652592602E-007   1.288691472546E-007
   5.004904091856E-008   1.796091092318E+000   2.207253972226E-314   6.937628397220E-310   8.049634119074E-315   1.625000000000E-002  -9.238855675437E-001  -9.238781615696E-001   5.189007335622E+002   5.189007416446E+002  -5.189007412801E+002   1.288652592602E-007   1.099930525339E-007
   2.931812461278E-008   1.054397598708E+000   2.207253972226E-314   6.937628397220E-310   8.049634119074E-315   1.750000000000E-002  -7.071066889014E-001  -7.071066390851E-001   1.455938191509E+003   1.455938191469E+003  -1.455938191978E+003   1.288652592602E-007   6.443260373314E-008
   8.587163836198E-009   3.088896216072E-001   2.207253972226E-314   6.937628397220E-310   8.049634119074E-315   1.875000000000E-002  -3.826848875435E-001  -3.826852260453E-001   2.188761036062E+003   2.188761034392E+003  -2.188761033663E+003   1.288652592602E-007   1.887205719864E-008
   8.090032180738E-018   4.766732379255E-006   2.207253972226E-314   6.937628397220E-310   8.049634119074E-315   2.000000000000E-002   6.104484177648E-006   1.174605273354E-005   2.582290574895E+003   2.582290583282E+003  -2.582290588943E+003   1.288652592602E-007   1.777950822484E-017
