0 -0.001 0   318313.5574584416   1872.378423807357  
0 -0.00098 0   318313.5401869463   1724.085232220677  
0 -0.00096 0   318313.4897610984   1578.787933545653  
0 -0.00094 0   318313.4082321338   1436.486528334732  
0 -0.00092 0   318313.2976089938   1297.181016624643  
0 -0.0009 0   318313.1598583254   1160.871397968091  
0 -0.00088 0   318312.9969044806   1027.557671464514  
0 -0.00086 0   318312.8106295171   897.2398357903585  
0 -0.00084 0   318312.6028731979   769.9178892285854  
0 -0.00082 0   318312.3754329914   645.5918296972814  
0 -0.0008 0   318312.1300640717   524.2616547784419  
0 -0.00078 0   318311.8684793185   405.9273617448343  
0 -0.00076 0   318311.5923493163   290.5889475872391  
0 -0.00074 0   318311.3033023563   178.2464090407011  
0 -0.0007199999999999999 0   318311.0029244343   68.89974260976305  
0 -0.0007000000000000001 0   318310.6927592524   -37.45105540627264  
0 -0.00068 0   318310.3743082182   -140.8059888895659  
0 -0.00066 0   318310.0490304454   -241.165061879612  
0 -0.0006400000000000001 0   318309.7183427531   -338.5282785510935  
0 -0.00062 0   318309.3836196667   -432.8956431909755  
0 -0.0006000000000000001 0   318309.0461934172   -524.2671601771726  
0 -0.00058 0   318308.707353942   -612.6428339579434  
0 -0.00056 0   318308.3683488845   -698.0226690312556  
0 -0.00054 0   318308.0303835942   -780.4066699253453  
0 -0.0005200000000000001 0   318307.694621127   -859.7948411799152  
0 -0.0005 0   318307.3621822449   -936.1871873278869  
0 -0.00048 0   318307.0341454166   -1009.583712877502  
0 -0.00046 0   318306.7115468169   -1079.984422295791  
0 -0.00044 0   318306.3953803275   -1147.389319992246  
0 -0.00042 0   318306.0865975363   -1211.798410303047  
0 -0.0004000000000000001 0   318305.7861077383   -1273.211697476392  
0 -0.00038 0   318305.4947779349   -1331.629185657861  
0 -0.00036 0   318305.2134328344   -1387.050878877315  
0 -0.00034 0   318304.9428548518   -1439.476781035337  
0 -0.00032 0   318304.6837841094   -1488.906895891792  
0 -0.0003 0   318304.4369184363   -1535.341227053374  
0 -0.0002800000000000001 0   318304.2029133682   -1578.779777963122  
0 -0.00026 0   318303.9823821487   -1619.222551890067  
0 -0.00024 0   318303.7758957278   -1656.669551919476  
0 -0.0002199999999999999 0   318303.5839827631   -1691.120780944213  
0 -0.0002 0   318303.4071296193   -1722.576241656119  
0 -0.00018 0   318303.2457803683   -1751.035936538421  
0 -0.00016 0   318303.1003367895   -1776.499867859005  
0 -0.00014 0   318302.9711583695   -1798.968037663843  
0 -0.00012 0   318302.8585623023   -1818.440447771543  
0 -9.999999999999994e-05 0   318302.7628234894   -1834.917099768267  
0 -7.999999999999999e-05 0   318302.6841745395   -1848.397995003383  
0 -6.000000000000005e-05 0   318302.622805769   -1858.88313458598  
0 -4e-05 0   318302.5788652017   -1866.37251938181  
0 -2.000000000000005e-05 0   318302.5524585688   -1870.866150010872  
0 0 0   318302.5436493091   -1872.364026845753  
0 2.000000000000005e-05 0   318302.5524585688   -1870.866150010872  
0 4.00000000000001e-05 0   318302.5788652017   -1866.37251938181  
0 6.000000000000016e-05 0   318302.622805769   -1858.88313458598  
0 7.999999999999999e-05 0   318302.6841745395   -1848.397995003383  
0 0.0001 0   318302.7628234894   -1834.917099768267  
0 0.0001200000000000001 0   318302.8585623023   -1818.440447771543  
0 0.0001399999999999999 0   318302.9711583695   -1798.968037663843  
0 0.00016 0   318303.1003367895   -1776.499867859005  
0 0.00018 0   318303.2457803683   -1751.035936538421  
0 0.0001999999999999999 0   318303.4071296193   -1722.576241656119  
0 0.0002199999999999999 0   318303.5839827631   -1691.120780944213  
0 0.00024 0   318303.7758957278   -1656.669551919476  
0 0.00026 0   318303.9823821487   -1619.222551890067  
0 0.0002800000000000001 0   318304.2029133682   -1578.779777963122  
0 0.0003000000000000001 0   318304.4369184363   -1535.341227053374  
0 0.00032 0   318304.6837841094   -1488.906895891792  
0 0.00034 0   318304.9428548518   -1439.476781035337  
0 0.0003600000000000001 0   318305.2134328344   -1387.050878877315  
0 0.0003799999999999999 0   318305.4947779349   -1331.629185657861  
0 0.0004 0   318305.7861077383   -1273.211697476392  
0 0.00042 0   318306.0865975363   -1211.798410303047  
0 0.0004399999999999999 0   318306.3953803275   -1147.389319992246  
0 0.0004599999999999999 0   318306.7115468169   -1079.984422295791  
0 0.00048 0   318307.0341454166   -1009.583712877502  
0 0.0005 0   318307.3621822449   -936.1871873278869  
0 0.0005200000000000001 0   318307.694621127   -859.7948411799152  
0 0.0005400000000000001 0   318308.0303835942   -780.4066699253453  
0 0.0005600000000000002 0   318308.3683488845   -698.0226690312556  
0 0.00058 0   318308.707353942   -612.6428339579434  
0 0.0006000000000000001 0   318309.0461934172   -524.2671601771726  
0 0.0006200000000000001 0   318309.3836196667   -432.8956431909755  
0 0.0006399999999999999 0   318309.7183427531   -338.5282785510935  
0 0.00066 0   318310.0490304454   -241.165061879612  
0 0.00068 0   318310.3743082182   -140.8059888895659  
0 0.0006999999999999999 0   318310.6927592524   -37.45105540627264  
0 0.0007199999999999999 0   318311.0029244343   68.89974260976305  
0 0.00074 0   318311.3033023563   178.2464090407011  
0 0.00076 0   318311.5923493163   290.5889475872391  
0 0.0007800000000000001 0   318311.8684793185   405.9273617448343  
0 0.0008000000000000001 0   318312.1300640717   524.2616547784419  
0 0.00082 0   318312.3754329914   645.5918296972814  
0 0.00084 0   318312.6028731979   769.9178892285854  
0 0.0008600000000000001 0   318312.8106295171   897.2398357903585  
0 0.0008799999999999999 0   318312.9969044806   1027.557671464543  
0 0.0009 0   318313.1598583254   1160.871397968091  
0 0.00092 0   318313.2976089938   1297.181016624643  
0 0.0009399999999999999 0   318313.4082321338   1436.486528334732  
0 0.0009599999999999999 0   318313.4897610984   1578.787933545653  
0 0.00098 0   318313.5401869463   1724.085232220677  
0 0.001 0   318313.5574584416   1872.378423807357  
