0 -0.001 0   857557.7593190719   764309.3198227948  
0 -0.00098 0   850777.5941457379   621114.7222855442  
0 -0.00096 0   832019.8698224463   491129.0272964232  
0 -0.00094 0   803500.0691086299   374218.7297310111  
0 -0.00092 0   767222.8672950924   270070.6057864149  
0 -0.0009 0   724985.7091400742   178226.214099524  
0 -0.00088 0   678385.0335203139   98112.94038766727  
0 -0.00086 0   628824.604827074   29071.67431141995  
0 -0.00084 0   577525.4676366068   -29618.75431903068  
0 -0.00082 0   525537.0966787117   -78720.22296427531  
0 -0.0008 0   473749.3670688062   -119016.868014782  
0 -0.00078 0   422905.0197447112   -151299.3455719182  
0 -0.00076 0   373612.3437640028   -176351.5962638358  
0 -0.00074 0   326357.8403783136   -194939.9039824481  
0 -0.0007199999999999999 0   281518.6735029032   -207804.0375882892  
0 -0.0007000000000000001 0   239374.7473133982   -215650.2672831794  
0 -0.00068 0   200120.2842597637   -219146.0528633589  
0 -0.00066 0   163874.8058746966   -218916.2088668127  
0 -0.0006400000000000001 0   130693.4444953785   -215540.3612068351  
0 -0.00062 0   100576.5365718768   -209551.5207865415  
0 -0.0006000000000000001 0   73478.46778466663   -201435.6114186667  
0 -0.00058 0   49315.7569371378   -191631.801786615  
0 -0.00056 0   27974.3797370868   -180533.5038803666  
0 -0.00054 0   9316.345350283795   -168489.9130738954  
0 -0.0005200000000000001 0   -6814.451783065757   -155807.9775702421  
0 -0.0005 0   -20587.0747166111   -142754.6971551887  
0 -0.00048 0   -32179.0452734191   -129559.6629336092  
0 -0.00046 0   -41772.46336077416   -116417.7608674837  
0 -0.00044 0   -49550.70080817994   -103491.9724116938  
0 -0.00042 0   -55695.62432635898   -90916.2152970843  
0 -0.0004000000000000001 0   -60385.30129226543   -78798.17650432994  
0 -0.00038 0   -63792.14201026645   -67222.09768888105  
0 -0.00036 0   -66081.43274055171   -56251.48075338503  
0 -0.00034 0   -67410.21499373074   -45931.68792854881  
0 -0.00032 0   -67926.46824998665   -36292.41663547014  
0 -0.0003 0   -67768.55526953802   -27350.0345891055  
0 -0.0002800000000000001 0   -67064.89142849167   -19109.76509702977  
0 -0.00026 0   -65933.80196236177   -11567.71634790672  
0 -0.00024 0   -64483.53356180049   -4712.751711280249  
0 -0.0002199999999999999 0   -62812.38938522962   1471.79927231474  
0 -0.0002 0   -61008.95918473747   7006.58739999856  
0 -0.00018 0   -59152.4188475351   11914.84435193529  
0 -0.00016 0   -57312.87620650156   16221.13259694285  
0 -0.00014 0   -55551.74244847892   19950.23916052971  
0 -0.00012 0   -53922.11083339798   23126.20728743248  
0 -9.999999999999994e-05 0   -52469.1267224889   25771.4998711931  
0 -7.999999999999999e-05 0   -51230.33509658733   27906.28863550613  
0 -6.000000000000005e-05 0   -50235.99382742093   29547.86339887019  
0 -4e-05 0   -49509.34295133418   30710.15630010144  
0 -2.000000000000005e-05 0   -49066.82209521261   31403.37657375488  
0 0 0   -48918.23003028578   31633.75230917408  
0 2.000000000000005e-05 0   -49066.82209521261   31403.37657375488  
0 4.00000000000001e-05 0   -49509.34295133418   30710.15630010143  
0 6.000000000000016e-05 0   -50235.99382742093   29547.86339887018  
0 7.999999999999999e-05 0   -51230.33509658733   27906.28863550613  
