0 -0.001 0   -4.999999997119679e-08   0.0008500099308657642  
0 -0.00098 0   -4.603999997126886e-08   0.0008500099308611521  
0 -0.00096 0   -4.215999997154282e-08   0.0008500099308476864  
0 -0.00094 0   -3.835999997201864e-08   0.0008500099308259149  
0 -0.00092 0   -3.463999997261861e-08   0.000850009930796374  
0 -0.0009 0   -3.099999997342044e-08   0.0008500099307595891  
0 -0.00088 0   -2.743999997442415e-08   0.000850009930716074  
0 -0.00086 0   -2.395999997578516e-08   0.0008500099306663308  
0 -0.00084 0   -2.055999997711488e-08   0.0008500099306108516  
0 -0.00082 0   -1.723999997864647e-08   0.0008500099305501157  
0 -0.0008 0   -1.399999998037992e-08   0.0008500099304845921  
0 -0.00078 0   -1.083999998239297e-08   0.0008500099304147383  
0 -0.00076 0   -7.759999984297003e-09   0.0008500099303410004  
0 -0.00074 0   -4.759999986558344e-09   0.0008500099302638129  
0 -0.0007199999999999999 0   -1.839999988866116e-09   0.0008500099301835999  
0 -0.0007000000000000001 0   1.000000008701962e-09   0.0008500099301007731  
0 -0.00068 0   3.76000000622361e-09   0.0008500099300157335  
0 -0.00066 0   6.440000003621107e-09   0.000850009929928871  
0 -0.0006400000000000001 0   9.040000000972174e-09   0.0008500099298405639  
0 -0.00062 0   1.155999999804366e-08   0.0008500099297511794  
0 -0.0006000000000000001 0   1.399999999522414e-08   0.0008500099296610723  
0 -0.00058 0   1.635999999228048e-08   0.0008500099295705881  
0 -0.00056 0   1.863999998921267e-08   0.0008500099294800599  
0 -0.00054 0   2.08399999864093e-08   0.0008500099293898092  
0 -0.0005200000000000001 0   2.295999998332635e-08   0.0008500099293001467  
0 -0.0005 0   2.499999998011924e-08   0.0008500099292113717  
0 -0.00048 0   2.69599999772543e-08   0.0008500099291237722  
0 -0.00046 0   2.883999997418749e-08   0.000850009929037625  
0 -0.00044 0   3.063999997122969e-08   0.0008500099289531955  
0 -0.00042 0   3.235999996822544e-08   0.0008500099288707376  
0 -0.0004000000000000001 0   3.399999996540794e-08   0.0008500099287904944  
0 -0.00038 0   3.555999996262172e-08   0.0008500099287126972  
0 -0.00036 0   3.703999995978906e-08   0.0008500099286375662  
0 -0.00034 0   3.843999995714313e-08   0.0008500099285653107  
0 -0.00032 0   3.975999995452849e-08   0.0008500099284961277  
0 -0.0003 0   4.099999995202285e-08   0.0008500099284302044  
0 -0.0002800000000000001 0   4.215999994978165e-08   0.0008500099283677153  
0 -0.00026 0   4.323999994749403e-08   0.0008500099283088241  
0 -0.00024 0   4.423999994547086e-08   0.0008500099282536835  
0 -0.0002199999999999999 0   4.515999994347896e-08   0.0008500099282024349  
0 -0.0002 0   4.599999994167379e-08   0.0008500099281552074  
0 -0.00018 0   4.675999994005534e-08   0.0008500099281121207  
0 -0.00016 0   4.74399999385459e-08   0.000850009928073281  
0 -0.00014 0   4.803999993714548e-08   0.0008500099280387849  
0 -0.00012 0   4.85599999360872e-08   0.0008500099280087171  
0 -9.999999999999994e-05 0   4.899999993498249e-08   0.0008500099279831508  
0 -7.999999999999999e-05 0   4.935999993429767e-08   0.0008500099279621481  
0 -6.000000000000005e-05 0   4.963999993356642e-08   0.00085000992794576  
0 -4e-05 0   4.983999993309961e-08   0.0008500099279340262  
0 -2.000000000000005e-05 0   4.99599999327418e-08   0.0008500099279269745  
0 0 0   4.999999993272616e-08   0.0008500099279246222  
0 2.000000000000005e-05 0   4.99599999327418e-08   0.0008500099279269745  
0 4.00000000000001e-05 0   4.983999993309961e-08   0.0008500099279340262  
0 6.000000000000016e-05 0   4.963999993356642e-08   0.00085000992794576  
0 7.999999999999999e-05 0   4.935999993429767e-08   0.0008500099279621481  
0 0.0001 0   4.899999993498249e-08   0.0008500099279831508  
0 0.0001200000000000001 0   4.85599999360872e-08   0.0008500099280087171  
0 0.0001399999999999999 0   4.803999993714548e-08   0.0008500099280387849  
0 0.00016 0   4.74399999385459e-08   0.000850009928073281  
0 0.00018 0   4.675999994005534e-08   0.0008500099281121207  
0 0.0001999999999999999 0   4.599999994167379e-08   0.0008500099281552074  
0 0.0002199999999999999 0   4.515999994347896e-08   0.0008500099282024349  
0 0.00024 0   4.423999994547086e-08   0.0008500099282536835  
0 0.00026 0   4.323999994749403e-08   0.0008500099283088241  
0 0.0002800000000000001 0   4.215999994978165e-08   0.0008500099283677153  
0 0.0003000000000000001 0   4.099999995202285e-08   0.0008500099284302044  
0 0.00032 0   3.975999995452849e-08   0.0008500099284961277  
0 0.00034 0   3.843999995714313e-08   0.0008500099285653107  
0 0.0003600000000000001 0   3.703999995978906e-08   0.0008500099286375662  
0 0.0003799999999999999 0   3.555999996262172e-08   0.0008500099287126972  
0 0.0004 0   3.399999996540794e-08   0.0008500099287904944  
0 0.00042 0   3.235999996822544e-08   0.0008500099288707376  
0 0.0004399999999999999 0   3.063999997122969e-08   0.0008500099289531955  
0 0.0004599999999999999 0   2.883999997418749e-08   0.000850009929037625  
0 0.00048 0   2.69599999772543e-08   0.0008500099291237722  
0 0.0005 0   2.499999998011924e-08   0.0008500099292113717  
0 0.0005200000000000001 0   2.295999998332635e-08   0.0008500099293001467  
0 0.0005400000000000001 0   2.08399999864093e-08   0.0008500099293898092  
0 0.0005600000000000002 0   1.863999998921267e-08   0.0008500099294800599  
0 0.00058 0   1.635999999228048e-08   0.0008500099295705881  
0 0.0006000000000000001 0   1.399999999522414e-08   0.0008500099296610723  
0 0.0006200000000000001 0   1.155999999804366e-08   0.0008500099297511794  
0 0.0006399999999999999 0   9.040000000972174e-09   0.0008500099298405639  
0 0.00066 0   6.440000003621107e-09   0.000850009929928871  
0 0.00068 0   3.76000000622361e-09   0.0008500099300157335  
0 0.0006999999999999999 0   1.000000008701962e-09   0.0008500099301007731  
0 0.0007199999999999999 0   -1.839999988866116e-09   0.0008500099301835999  
0 0.00074 0   -4.759999986558344e-09   0.0008500099302638129  
0 0.00076 0   -7.759999984297003e-09   0.0008500099303410004  
0 0.0007800000000000001 0   -1.083999998239297e-08   0.0008500099304147383  
0 0.0008000000000000001 0   -1.399999998037992e-08   0.0008500099304845921  
0 0.00082 0   -1.723999997864647e-08   0.0008500099305501157  
0 0.00084 0   -2.055999997711488e-08   0.0008500099306108516  
0 0.0008600000000000001 0   -2.395999997578516e-08   0.0008500099306663308  
0 0.0008799999999999999 0   -2.743999997442415e-08   0.000850009930716074  
0 0.0009 0   -3.099999997342044e-08   0.0008500099307595891  
0 0.00092 0   -3.463999997261861e-08   0.000850009930796374  
0 0.0009399999999999999 0   -3.835999997201864e-08   0.0008500099308259149  
0 0.0009599999999999999 0   -4.215999997154282e-08   0.0008500099308476864  
0 0.00098 0   -4.603999997126886e-08   0.0008500099308611521  
0 0.001 0   -4.999999997119679e-08   0.0008500099308657642  
