   2.047212264225E-013   4.121162837077E-011   2.271605382287E-314   6.933963175301E-310   8.049634119074E-315   1.000000000000E-006   3.322868344924E-007   3.322934585583E-007   1.000000000000E+000   9.999999999467E-001   1.249999999994E-001  -1.216189774907E-010  -9.999999999467E-001   1.172725455857E-007   1.294911047966E-020
   8.734581918893E-007   1.004146865883E-012   2.271605382287E-314   6.933963175301E-310   8.049634119074E-315   2.000000000000E-006   1.038767878669E-003   1.038784583217E-003   9.999998596418E-001   9.999995819953E-001   1.249999473102E-001  -5.273353813944E-009  -9.999995881378E-001   1.172725455857E-007   1.265456857033E-013
   1.271876446505E-004   1.210207184771E-012   2.271605382287E-314   6.933963175301E-310   8.049634119074E-315   3.000000000000E-006  -1.742742427918E-003  -1.742747443116E-003   1.000000201582E+000   1.000000583094E+000   1.249999093421E-001   3.269682793923E-006  -1.000000298948E+000   1.172725455857E-007   3.561764990157E-013
   1.015265165783E-005   1.457647353799E-012   2.271605382287E-314   6.933963175301E-310   8.049634119074E-315   4.000000000000E-006  -3.860667487026E-003  -3.860302575694E-003   1.000000410261E+000   1.000001670116E+000   1.250002024889E-001   1.256961779823E-007  -1.000000674029E+000   1.172725455857E-007   1.747587966050E-012
   1.624932323569E-004   1.765025315564E-012   2.271605382287E-314   6.933963175301E-310   8.049634119074E-315   5.000000000000E-006   5.982917621663E-003   5.982892339423E-003   9.999994160874E-001   9.999979488444E-001   1.249998899269E-001  -2.926211362198E-006  -9.999987358688E-001   1.172725455857E-007   4.197770856623E-012
   4.924577701645E-006   3.361139354241E-012   2.271605382287E-314   6.933963175301E-310   8.049634119074E-315   6.000000000000E-006  -2.095739711361E-003  -2.095721678696E-003   1.000000670739E+000   1.000001850075E+000   1.250001955418E-001   7.252209040274E-007  -1.000001319155E+000   1.172725455857E-007   5.150668081468E-013
   3.069131557932E-005   2.688422982546E-012   2.271605382287E-314   6.933963175301E-310   8.049634119074E-315   7.000000000000E-006  -5.604935293654E-003  -5.604349157348E-003   1.000000394705E+000   1.000002006227E+000   1.250002565937E-001  -1.162898897237E-007  -1.000001084473E+000   1.172725455857E-007   3.683381659435E-012
   2.241494455538E-003   3.201797726503E-012   2.271605382287E-314   6.933963175301E-310   8.049634119074E-315   8.000000000000E-006  -4.626926766675E-002  -4.626822642894E-002   1.000001290283E+000   1.000004426079E+000   1.250005108058E-001   8.492490336005E-007  -1.000002551674E+000   1.172725455857E-007   2.510510585242E-010
   4.945182003759E-004   3.898279308349E-012   2.271605382287E-314   6.933963175301E-310   8.049634119074E-315   9.000000000000E-006   1.267071103947E-002   1.267019879060E-002   9.999991616968E-001   9.999964128196E-001   1.249997060096E-001  -3.141123944330E-006  -9.999979478952E-001   1.172725455857E-007   1.882622349101E-011
   2.009254052267E-004   4.827460548916E-012   2.271605382287E-314   6.933963175301E-310   8.049634119074E-315   1.000000000000E-005  -1.692453935649E-002  -1.692454325678E-002   1.000001311920E+000   1.000007063325E+000   1.250008801068E-001   7.218322110027E-008  -1.000004118086E+000   1.172725455857E-007   3.359156724311E-011
