1 1 1 19   5.47200000000E-002  7.20000000000E-002  3.40000000000E-002  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  6.07102440037E-005 -9.14932760681E-005 -2.55664592367E-005  2.95820139776E-007  2.39216917543E-003  4.14863356363E-004 -1.38145328210E-003  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  3.31217346967E-001
1 1 1 20   5.76000000000E-002  7.20000000000E-002  3.40000000000E-002  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  6.07102440037E-005 -9.35607201329E-005 -2.61597889020E-005 -1.07839429821E-008  2.52814431849E-003  4.71442621793E-004 -1.35110878407E-003  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000 -2.17430942238E-001
1 1 1 33   9.50400000000E-002  7.20000000000E-002  3.40000000000E-002  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  3.70768480645E-005 -1.52190740372E-004 -1.00339581307E-004 -7.91062893381E-008  5.97340895195E-003  1.02730653823E-003  1.01693828312E-003  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  8.65952018598E-001
1 1 1 100   2.88000000000E-001  7.20000000000E-002  3.40000000000E-002  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  5.96126658896E-005  1.23417597599E-004  3.36650163131E-005  2.70390992175E-025 -7.88274234742E-003  1.16125098630E-003  2.13080264669E-003  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000 -1.08571480376E-017
1 1 1 11   3.16800000000E-002  7.20000000000E-002  3.40000000000E-002  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  2.79650934914E-005 -5.81407793713E-005 -1.95012919260E-005 -4.08473734171E-007  1.91001117603E-003  2.52867297871E-004 -1.50871878429E-003  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  7.39176768481E+000
1 1 1 58   1.67040000000E-001  7.20000000000E-002  3.40000000000E-002  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  6.74703839506E-005 -5.65699115375E-005 -2.34952277020E-005 -1.05153689260E-007  2.38498411810E-003  2.23241156974E-003  4.11874014904E-003  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000 -2.08825808124E-001
1 1 1 59   1.69920000000E-001  7.20000000000E-002  3.40000000000E-002  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  6.74703839506E-005 -5.14630630705E-005 -2.67064466914E-005 -2.56143602019E-008  2.03376105463E-003  2.28284940005E-003  4.06723445405E-003  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000 -7.68858657229E-001
1 1 1 4   1.15200000000E-002  7.20000000000E-002  3.40000000000E-002  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  1.49568456309E-005 -4.22605079924E-005  5.15172382847E-006 -3.29462405399E-007  1.96148211279E-003  1.54539207458E-004 -9.40287985000E-004  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  1.65613817013E+001
1 1 1 5   1.44000000000E-002  7.20000000000E-002  3.40000000000E-002  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  1.49568456309E-005 -4.37466952461E-005  4.90332175621E-006 -2.57392504208E-008  2.01063958392E-003  1.68243020351E-004 -1.10004585148E-003  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  6.92420352512E+000
1 1 1 60   1.72800000000E-001  7.20000000000E-002  3.40000000000E-002  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  5.91846040753E-005 -3.33999587498E-005 -1.36184132158E-005 -1.69199189239E-007  1.75271192961E-003  2.28831163468E-003  4.00614453687E-003  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000 -5.69524931230E-001
