   0.000000000000E+000   2.052591618397E+000   1.000000000000E-001   6.400000000000E+005   6.498054043701E-005   6.400000000000E+005  -6.498046924862E-005   0.000000000000E+000   0.000000000000E+000
   0.000000000000E+000   2.052591618397E+000   2.000000000000E-001   6.400000000000E+005   6.498054043701E-005   6.400000000000E+005  -6.498046924862E-005   0.000000000000E+000   0.000000000000E+000
   0.000000000000E+000   2.052591618397E+000   3.000000000000E-001   6.400000000000E+005   6.498054043701E-005   6.400000000000E+005  -6.498046924862E-005   0.000000000000E+000   0.000000000000E+000
   0.000000000000E+000   2.052591618397E+000   4.000000000000E-001   6.400000000000E+005   6.498054043701E-005   6.400000000000E+005  -6.498046924862E-005   0.000000000000E+000   0.000000000000E+000
   0.000000000000E+000   2.052591618397E+000   5.000000000000E-001   6.400000000000E+005   6.498054043701E-005   6.400000000000E+005  -6.498046924862E-005   0.000000000000E+000   0.000000000000E+000
   0.000000000000E+000   2.052591618397E+000   6.000000000000E-001   6.400000000000E+005   6.498054043701E-005   6.400000000000E+005  -6.498046924862E-005   0.000000000000E+000   0.000000000000E+000
   0.000000000000E+000   2.052591618397E+000   7.000000000000E-001   6.400000000000E+005   6.498054043701E-005   6.400000000000E+005  -6.498046924862E-005   0.000000000000E+000   0.000000000000E+000
   0.000000000000E+000   2.052591618397E+000   8.000000000000E-001   6.400000000000E+005   6.498054043701E-005   6.400000000000E+005  -6.498046924862E-005   0.000000000000E+000   0.000000000000E+000
   0.000000000000E+000   2.052591618397E+000   9.000000000000E-001   6.400000000000E+005   6.498054043701E-005   6.400000000000E+005  -6.498046924862E-005   0.000000000000E+000   0.000000000000E+000
   0.000000000000E+000   2.052591618397E+000   1.000000000000E+000   6.400000000000E+005   6.498054043701E-005   6.400000000000E+005  -6.498046924862E-005   0.000000000000E+000   0.000000000000E+000
