   5.000000000000E-004   4.252426883970E+000   0.000000000000E+000   5.198993499707E+004
   1.000000000000E-003   4.297033995478E+000   0.000000000000E+000   5.199012798790E+004
   1.500000000000E-003   4.337888850841E+000   0.000000000000E+000   5.199013453071E+004
   2.000000000000E-003   4.377336123509E+000   0.000000000000E+000   5.199002908494E+004
   2.500000000000E-003   4.416524149486E+000   0.000000000000E+000   5.199015413895E+004
   3.000000000000E-003   4.452861941791E+000   0.000000000000E+000   5.199011051685E+004
   3.500000000000E-003   4.486568720964E+000   0.000000000000E+000   5.199021108420E+004
   4.000000000000E-003   4.517961410965E+000   0.000000000000E+000   5.199005205572E+004
   4.500000000000E-003   4.547341484610E+000   0.000000000000E+000   5.199014205374E+004
   5.000000000000E-003   4.574972208804E+000   0.000000000000E+000   5.199016400987E+004
   5.500000000000E-003   4.601121842713E+000   0.000000000000E+000   5.199014715186E+004
   6.000000000000E-003   4.625973997598E+000   0.000000000000E+000   5.199012025774E+004
   6.500000000000E-003   4.649686066566E+000   0.000000000000E+000   5.199006229091E+004
   7.000000000000E-003   4.672409415711E+000   0.000000000000E+000   5.199009039001E+004
   7.500000000000E-003   4.694321258426E+000   0.000000000000E+000   5.199022339193E+004
   8.000000000000E-003   4.715381054799E+000   0.000000000000E+000   5.199017725216E+004
   8.500000000000E-003   4.735731224111E+000   0.000000000000E+000   5.199008461872E+004
   9.000000000000E-003   4.756864777818E+000   0.000000000000E+000   5.199004383992E+004
   9.500000000000E-003   4.786234166452E+000   0.000000000000E+000   5.199015541306E+004
   1.000000000000E-002   4.815320479979E+000   0.000000000000E+000   5.199007565735E+004
   1.050000000000E-002   4.844071807040E+000   0.000000000000E+000   5.199022920850E+004
   1.100000000000E-002   4.872417415152E+000   0.000000000000E+000   5.199008733649E+004
   1.150000000000E-002   4.900433440111E+000   0.000000000000E+000   5.199014334029E+004
   1.200000000000E-002   4.928152022569E+000   0.000000000000E+000   5.199017633338E+004
   1.250000000000E-002   4.955367212848E+000   0.000000000000E+000   5.199013787265E+004
   1.300000000000E-002   4.982217301945E+000   0.000000000000E+000   5.199015170237E+004
   1.350000000000E-002   5.008747064091E+000   0.000000000000E+000   5.199009166984E+004
   1.400000000000E-002   5.034958483637E+000   0.000000000000E+000   5.199023990584E+004
   1.450000000000E-002   5.060868578966E+000   0.000000000000E+000   5.199019757146E+004
   1.500000000000E-002   5.086479979635E+000   0.000000000000E+000   5.199023730931E+004
   1.550000000000E-002   5.111773404607E+000   0.000000000000E+000   5.199018695306E+004
   1.600000000000E-002   5.136749481620E+000   0.000000000000E+000   5.199012449601E+004
   1.650000000000E-002   5.161401722166E+000   0.000000000000E+000   5.199009718000E+004
   1.700000000000E-002   5.185731445765E+000   0.000000000000E+000   5.199009518205E+004
